Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2022,Honda,Pilot Special Edition,New,"$42,461",4,277,Sonic Gray Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H25NB105376,Q1F105376,5,5,5,5,5,5,5,IA,Dealer
2012,Honda,Accord SE,Used,"$6,998",4.5,3,Black,Black,Front-wheel Drive,28.5,Gasoline,5-SPEED A/T,4 Cylinder Engine,1HGCP2F69CA103787,SL10021A,198000,4.4,4.4,4.5,4.6,4.5,4.7,MS,Dealer
2022,Honda,Pilot EX-L,New,"$44,000",5,2637,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H52NB099840,N1174,5,5,5,5,5,5,5,IL,Dealer
2022,Honda,Passport TrailSport,New,"$44,265",4.8,6431,Crystal Black Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H67NB019856,9416,–,5,5,4.9,5,4.9,5,TN,Dealer
2019,Honda,Ridgeline Black Edition,Used,"$36,992",5,3692,Crystal Black Pearl,Black,All-wheel Drive,21.5,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F83KB016717,B016717,46650,4.9,4.8,4.8,4.6,4.7,4.9,IL,Dealer
2022,Honda,Accord Hybrid Sport,New,"$31,808",5,1516,Sonic Gray Pearl,Black,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F27NA047005,22856,5,4.9,5,5,4.9,4.9,5,LA,Dealer
2023,Honda,HR-V Sport,New,"$28,790",5,4272,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H54PM701361,H30002,5,4,5,4,5,5,5,IL,Dealer
2017,Honda,Civic Sport,Used,"$14,951",4.8,6,Modern Steel Metallic,Black,Front-wheel Drive,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H45HU209170,20946B,144945,4.7,4.7,4.8,4.8,4.8,4.8,IL,Dealer
2022,Honda,Passport EX-L,Used,"$36,295",4.7,905,Platinum White Pearl,Gray,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H57NB007861,HP3082,9508,5,5,4.9,5,4.9,5,IL,Dealer
2023,Honda,HR-V Sport,New,"$28,645",4.8,1732,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H56PM727167,P2032,1,4,5,4,5,5,5,IL,Dealer
2023,Honda,Civic Sport,New,"$26,600",4.6,1874,Sonic Gray Pearl,–,FWD,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F5XPH517694,PH517694,8,,,,,,,IL,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240",4.8,1978,Platinum,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H96PH801293,23069,2,5,3,4,4,5,5,IL,Dealer
2023,Honda,Civic Sport,New,"$25,245",1.6,107,Meteorite Gray Metallic,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F53PH514183,H514183,7,,,,,,,IL,Dealer
2023,Honda,CR-V EX,New,"$34,800",3.3,710,Still Night Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H41PE005451,PE005451,4,5,5,5,4,4,5,TN,Dealer
2020,Honda,Accord LX 1.5T,Used,"$24,469",4.7,228,Platinum White Pearl,Ivory,Front-wheel Drive,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F15LA087382,A20636A,22334,4.8,4.8,4.8,4.8,4.9,4.9,IN,Dealer
2022,Honda,Pilot Sport,New,"$41,355",2.1,180,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H39NB098702,H221706,5,5,5,5,5,5,5,AL,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$46,465",2.1,180,Alabaster Silver Metallic,Gray,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H67NB036817,H221738,113,5,5,5,5,5,5,AL,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205",2.1,180,Alabaster Silver Metallic,Gray,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H28NB101984,H221732,2,5,5,5,5,5,5,AL,Dealer
2022,Honda,Passport TrailSport,Used,"$39,887",5,1026,Radiant Red Metallic II,Black,All-wheel Drive,21.5,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H6XNB016692,2P5619,6585,5,5,4.9,5,4.9,5,IN,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$46,135",5,5663,Platinum,Gray,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H49PB002773,PB002773,–,,,,,,,KY,Dealer
2023,Honda,CR-V EX,New,"$32,888",4.5,463,–,–,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H46PE012220,FJ0120,3,5,5,5,4,4,5,KY,Dealer
2014,Honda,Ridgeline SE,Used,"$18,995",4.3,363,–,Black,Four-wheel Drive,18,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F62EB007501,EB007501P,113709,4.8,4.5,4.6,4.6,4.6,4.8,KY,Dealer
2005,Honda,Accord LX,Used,"$3,999",4.5,3,Desert Mist Metallic,Gray,Front-wheel Drive,27.5,Gasoline,5-SPEED A/T,4 Cylinder Engine,1HGCM56445A195791,5A195791STK,192210,4.4,4.4,4.5,4.6,4.4,4.7,OH,Dealer
2015,Honda,Civic Hybrid Base,Used,"$12,990",4.9,4,Crystal Black Pearl,Select,Front-wheel Drive,45.5,Hybrid,continuously variable (cvt),4 Cylinder Engine,19XFB4F21FE001033,1033,116388,4.8,4.8,5,5,5,5,AL,Dealer
2021,Honda,Passport EX-L,Used,"$31,450",5,12,Gray,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H54MB023952,188P,40413,4.9,4.7,4.8,4.6,4.8,4.8,KY,Dealer
2022,Honda,Passport Elite,Used,"$41,900",3.8,509,Radiant Red Metallic II,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H0XNB005154,NB005154,6508,5,5,4.9,5,4.9,5,OH,Dealer
2021,Honda,Passport Elite,Used,"$41,998",4.8,7,Gray,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H0XMB027525,23704414,16535,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer
2020,Honda,Passport Touring,Used,"$33,000",4.7,3314,Modern Steel Metallic,Gray,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H95LB006014,PLB006014,20363,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
2001,Honda,Prelude,Used,"$12,995",4.6,19,Silver,Black,Front-wheel Drive,23.5,Gasoline,4-Speed Automatic,2.2L I4 16V MPFI DOHC,JHMBB62411C000612,BL-000612,68547,4.3,4.2,4.6,4.7,4.8,4.8,NC,Dealer
2022,Honda,CR-V Touring,New,"$37,845",4.4,928,Silver Metallic,–,All-wheel Drive,29.5,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H97NE044367,22044367,14,4.9,4.8,4.7,4.8,4.7,4.9,SC,Dealer
2022,Honda,CR-V Touring,New,"$37,845",4.4,928,,,,,,,,,,,,,,,,,,
2023,Honda,Pilot EX-L 7-Passenger,New,"$48,145",4.7,2444,Platinum White Pearl,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H50PB004954,PB004954,5,,,,,,,FL,Dealer
2020,Honda,Odyssey Elite,Used,"$38,826",5,844,Platinum White Pearl,Mocha,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95LB012171,T012171,44420,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2020,Honda,Odyssey EX-L w/Navigation/RES,Used,"$33,250",4.5,1045,Modern Steel Metallic,Mocha,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H73LB040095,B040095T,30430,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2019,Honda,Odyssey EX-L w/Navigation/RES,Used,"$28,873",4.8,1259,Lunar Silver Metallic,Gray,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H77KB067394,DPL6635Q,61021,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560",4.6,1504,Platinum White Pearl,Black,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F28NA048180,NA048180,3,4.9,5,5,4.9,4.9,5,FL,Dealer
2020,Honda,Odyssey Elite,Used,"$39,399",5,29258,Crystal Black Pearl,Mocha,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H96LB054719,O378315,25482,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$23,495",4.5,682,Platinum White Pearl,Beige,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F3XJC010109,VC21498,45515,4.8,4.7,4.6,4.6,4.4,4.7,NY,Dealer
2021,Honda,Civic Type R Touring,Used,"$41,209",3,313,White,Black / Red,Front-wheel Drive,25,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G72MU200941,P1440A,33846,5,4.8,5,4.8,4.8,5,NY,Dealer
2020,Honda,Pilot EX,Honda Certified,"$30,485",4.2,1147,Platinum White Pearl,Black,All-wheel Drive,22,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38LB032803,H230059A,34313,4.6,4.5,4.2,4.1,4.5,4.1,VA,Dealer
2015,Honda,Civic EX-L,Used,"$8,500",4.9,2653,White,Black / Red,Front-wheel Drive,33.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,2HGFG3B07FH527267,PAT20601,194591,4.6,4.6,4.6,4.7,4.6,4.8,MD,Dealer
2006,Honda,S2000 Base (M6),Used,"$31,999",4.6,2,Suzuka Blue Metallic,–,Rear-wheel Drive,23,Gasoline,6-Speed Manual,2.2L I4 16V MPFI DOHC,JHMAP21416S005135,P21326A,49519,4,4.5,4.7,4.6,4.8,4.8,PA,Dealer
2020,Honda,Odyssey EX-L w/Navigation/RES,Used,"$32,000",4,730,Black,Mocha,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H77LB056574,DXHO268B,67367,4.8,4.8,4.7,4.6,4.7,4.7,MD,Dealer
2023,Honda,Odyssey Sport,New,"$40,323",4.4,29,Radiant Red,Black,Front-wheel Drive,,Gasoline,10-Speed Automatic with Overdrive,3.5L V6 24V GDI SOHC,5FNRL6H71PB032826,23I086,3,5,5,4,4,4,5,NY,Dealer
2021,Honda,Civic Sport,Used,"$26,829",5,2068,Gray,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H41MU416066,A220841,11401,4.6,4.7,4.7,4.6,4.8,4.6,MD,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500",5,2068,Platinum White Pearl,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H83NB099971,NB099971,5,5,5,5,5,5,5,MD,Dealer
2023,Honda,CR-V EX,New,"$34,250",5,5590,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H40PH408527,230379,16,5,5,5,4,4,5,FL,Dealer
2023,Honda,Civic Si Base,New,"$30,050",4.8,1678,Sonic Gray Pearl,Red / Black,FWD,,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E54PH472036,N472036,12,,,,,,,FL,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600",5,25,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H26NB101515,H22395,4,5,5,5,5,5,5,MD,Dealer
2009,Honda,Civic EX,Used,"$9,500",4,21,Blue,Gray,Front-wheel Drive,29.5,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFG12859H505542,5542,93569,4.2,4.4,4.3,4.5,4.4,4.7,VA,Dealer
2023,Honda,Ridgeline RTL,New,"$43,580",4.8,1560,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F56PB018796,H30222,5,5,4.8,4.8,4.2,5,5,PA,Dealer
2023,Honda,HR-V Sport,New,"$29,040",4.4,124,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H57PM725766,PM725766,3,4,5,4,5,5,5,PA,Dealer
2020,Honda,Pilot EX-L,Used,"$32,995",4.2,76,White,–,Front-wheel Drive,23,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H52LB023266,F31041A,55486,4.6,4.5,4.2,4.1,4.5,4.1,AK,Dealer
2023,Honda,Ridgeline RTL-E,New,"$48,005",4.6,652,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F75PB013705,PB013705,6,5,4.8,4.8,4.2,5,5,NJ,Dealer
2012,Honda,Odyssey EX-L,Used,"$13,481",5,4295,Taffeta White,–,Front-wheel Drive,22.5,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H66CB065039,L065039T,93807,4.7,4.6,4.6,4.4,4.5,4.7,NJ,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500",4.9,4786,Gray,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB103767,222552,–,5,5,5,5,5,5,NY,Dealer
2018,Honda,Civic LX,Used,"$18,999",4.5,147,Modern Steel Metallic,Black,Front-wheel Drive,34,Gasoline,6-Speed Manual,2.0L I4 16V MPFI DOHC,19XFC2E56JE026029,5222,51561,4.7,4.7,4.8,4.8,4.9,4.8,CT,Dealer
2023,Honda,Passport TrailSport,New,"$44,395",4.3,240,Lunar Silver,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H6XPB003900,H003900,0,,,,,,,ME,Dealer
2020,Honda,Odyssey EX-L,Honda Certified,"$34,888",4.7,393,Black,–,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79LB031921,320155,34237,4.8,4.8,4.7,4.6,4.7,4.7,CA,Dealer
2023,Honda,CR-V EX-L,New,"$35,400",4.9,5490,Platinum White Pearl,Gray,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS3H79PH300640,23H080,4,5,5,5,4,4,5,CA,Dealer
2012,Honda,CR-V EX,Used,"$10,917",4.5,1,Silver,Beige,Front-wheel Drive,27,Gasoline,5-SPEED A/T,4 Cylinder Engine,JHLRM3H54CC013143,CC013143,143674,4.5,4.5,4.4,4.6,4.5,4.7,CA,Dealer
2012,Honda,Odyssey LX,Used,"$15,990",4,9537,White,Tan,Front-wheel Drive,22.5,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H22CB049191,2002081186,100000,4.7,4.6,4.6,4.4,4.5,4.7,,
2022,Honda,Accord Hybrid Sport,New,"$32,560",4.4,736,Crystal Black Pearl,Black,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F23NA044618,1222171A,3,4.9,5,5,4.9,4.9,5,CA,Dealer
2023,Honda,CR-V EX-L,New,"$36,900",4.7,12,Mountain Air Metallic,Black,AWD,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RS4H73PL000085,5700085,–,5,5,5,4,4,5,CA,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$43,750",1.2,70,Platinum White Pearl,Black,FWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG2H46PB001117,2901117,–,,,,,,,CA,Dealer
2022,Honda,Passport EX-L,New,"$42,123",4.9,333,Crystal Black Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H50NB032570,78669,5,5,5,4.9,5,4.9,5,NV,Dealer
2022,Honda,Passport EX-L,New,"$43,665",4.9,333,Obsidian Blue Pearl,Gray,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H57NB032372,78670,4,5,5,4.9,5,4.9,5,NV,Dealer
2015,Honda,Civic Si,Used,"$20,995",4.7,8,Alabaster Silver Metallic,Black / Red,Front-wheel Drive,26.5,Gasoline,6-Speed Manual,2.4L I4 16V MPFI DOHC,2HGFG4A56FH703244,A703243,81868,4.6,4.6,4.6,4.7,4.6,4.8,AZ,Dealer
2017,Honda,Ridgeline Sport,Used,"$23,987",4.4,358,Black,Black,All-wheel Drive,21.5,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F10HB016296,PC13336A,85259,4.8,4.7,4.7,4.4,4.7,4.7,OR,Dealer
2020,Honda,Accord LX 1.5T,Used,"$22,998",4.8,13,Pearl White,Gray,Front-wheel Drive,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F13LA070662,6077,91410,4.8,4.8,4.8,4.8,4.9,4.9,CO,Dealer
2010,Honda,Insight EX,Used,"$11,995",4.6,118,Gray,Gray,Front-wheel Drive,41.5,Hybrid,Automatic CVT,1.3L I4 8V MPFI SOHC Hybrid,JHMZE2H75AS017385,C4348,83602,4.1,4.3,4.1,4.5,4.5,4.7,CO,Dealer
2020,Honda,HR-V LX,Used,"$24,998",4.8,15,Gray,Black,AWD,29,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H39LM711687,23400266,21593,4.7,4.8,4.7,4.8,4.8,4.7,CO,Dealer
2022,Honda,HR-V Sport,New,"$26,940",4.2,824,Platinum White Pearl,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H10NM752372,23360,3000,3.8,3.2,3.6,3.6,4.2,4.2,CO,Dealer
2023,Honda,CR-V EX-L,New,"$36,900",4.5,1126,Still Night Pearl,–,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H7XPH406374,PH406374,6,5,5,5,4,4,5,WA,Dealer
2020,Honda,Civic LX,Used,"$21,950",4.3,1085,White,–,Front-wheel Drive,34,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F68LE016421,29239A,45006,4.8,4.8,4.9,4.8,4.9,4.9,TX,Dealer
2021,Honda,Civic Type R Touring,Used,"$41,200",4.3,354,Boost Blue Pearl,Black / Red,Front-wheel Drive,25,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G72MU204522,MU204522,9945,5,4.8,5,4.8,4.8,5,TX,Dealer
2023,Honda,CR-V EX-L,New,"$36,505",4.7,12,Lunar Silver Metallic,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H76PH400734,1959,2,5,5,5,4,4,5,KS,Dealer
2017,Honda,Accord EX,Used,"$20,995",4.6,11,Black,–,Front-wheel Drive,27.5,Gasoline,6-Speed Manual,2.4L I4 16V GDI DOHC,1HGCT1A79HA009339,SPC3684D,46731,4.8,4.8,4.8,4.8,4.8,4.9,SD,Dealer
2007,Honda,Odyssey EX,Used,"$9,999",4,51,Silver,Gray,Front-wheel Drive,21.5,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL38417B405559,B6196,100078,4.6,4.6,4.3,4.3,4.3,4.4,KS,Dealer
2017,Honda,Civic Si,Used,"$21,888",4.4,877,Aegean Blue Metallic,Gray,Front-wheel Drive,33,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E50HH700895,JB4541,58740,4.7,4.7,4.8,4.8,4.8,4.8,OK,Dealer
2023,Honda,Pilot Elite,New,"$56,370",4.8,2503,Lunar Silver,Gray,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H87PB006243,H3006243,0,,,,,,,TX,Dealer
2022,Honda,Pilot TrailSport,New,Not Priced,4.7,139,Platinum White Pearl,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H83NB090607,NB090607,10,5,5,5,5,5,5,TX,Dealer
2023,Honda,CR-V EX-L,New,"$36,010",5,2291,Platinum White Pearl,Gray,FWD,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS3H7XPH302526,PH302526,4,5,5,5,4,4,5,TX,Dealer
2023,Honda,CR-V EX-L,New,"$35,551",4.9,3405,Canyon,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS3H74PH302151,PH302151,12,5,5,5,4,4,5,TX,Dealer
2023,Honda,Passport Elite,New,"$44,712",4.8,578,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H04PB005069,PB005069,10,,,,,,,TX,Dealer
2022,Honda,Passport Elite,New,"$47,225",5,1143,Obsidian Blue Pearl,Gray,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H08NB023894,34083,9,5,5,4.9,5,4.9,5,NE,Dealer
2022,Honda,Accord Sport 1.5T,Honda Certified,"$35,777",5,1143,Platinum White Pearl,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F31NA068879,HP6936,2439,5,5,5,5,5,5,NE,Dealer
2019,Honda,Ridgeline RTL-T,Used,"$26,000",4,228,White Diamond Pearl,Beige,All-wheel Drive,21.5,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F61KB009991,RI08508A,89375,4.9,4.8,4.8,4.6,4.7,4.9,KS,Dealer
2022,Honda,Pilot Sport,New,"$41,770",4,228,Platinum White,–,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB095744,PI95744,12,5,5,5,5,5,5,KS,Dealer
2023,Honda,Pilot Touring,New,"$50,240",4,228,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H75PB002392,P0163,2,,,,,,,MO,Dealer
2019,Honda,CR-V LX,Used,"$22,950",2.6,100,Black,Black,All-wheel Drive,28,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RW6H32KL000052,22598-1,77861,4.8,4.8,4.7,4.7,4.8,4.8,AR,Dealer
2020,Honda,Odyssey EX-L w/Navigation/RES,Honda Certified,"$36,998",4.9,840,Crystal Black Pearl,Mocha,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H70LB063222,PL1251,32622,4.8,4.8,4.7,4.6,4.7,4.7,MN,Dealer
2003,Honda,S2000 Base (M6),Used,"$23,836",4.5,3710,–,–,Rear-wheel Drive,23,Gasoline,6-Speed Manual,2.0L I4 16V MPFI DOHC,JHMAP11403T004056,T3T004056,63835,4.2,4.6,4.8,4.9,4.9,4.9,MO,Dealer
2021,Honda,Ridgeline Sport,Used,"$34,950",5,110,Crystal Black Pearl,Black,All-wheel Drive,21,Gasoline,6-SPEED A/T,V6 Cylinder Engine,5FPYK3F1XMB013562,PU1605,16844,4.9,4.7,4.7,4.5,4.9,4.6,MO,Dealer
2021,Honda,HR-V Sport,Used,"$24,000",4.9,5418,Modern Steel Metallic,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H18MM730425,L8085,21390,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer
2023,Honda,Ridgeline RTL,New,"$43,470",4.8,13,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F50PB014758,H13469,5,5,4.8,4.8,4.2,5,5,IA,Dealer
2022,Honda,Ridgeline RTL-E,Used,"$40,998",3.8,596,PEWTER,Black,All-wheel Drive,21,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FPYK3F70NB012667,8BD512R,10292,5,4.9,4.9,4.3,4.7,5,MN,Dealer
2020,Honda,HR-V LX,Used,"$26,998",4.8,9,Gray,Black,All-wheel Drive,29,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H31LM724739,23660036,2235,4.7,4.8,4.7,4.8,4.8,4.7,MN,Dealer
2019,Honda,Odyssey EX-L,Honda Certified,"$31,993",3.9,1075,Pacific Pewter Metallic,Mocha,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H76KB133806,L253296,88387,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer
2008,Honda,CR-V EX-L,Used,"$8,599",4,321,Tan,–,Four-wheel Drive,23,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,JHLRE48708C069480,X11723A,152231,4.4,4.4,4.3,4.6,4.4,4.8,IA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240",5,3543,Still Night Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH800813,98269,15,5,3,4,4,5,5,IL,Dealer
2022,Honda,Passport EX-L,New,"$43,665",4.5,1020,Obsidian Blue Pearl,Gray,All-wheel Drive,21.5,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H5XNB032365,21368,0,5,5,4.9,5,4.9,5,IL,Dealer
2015,Honda,Accord EX-L,Used,"$20,777",4.3,1828,Crystal Black Pearl,Black,Front-wheel Drive,31.5,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F88FA274501,P1784,71230,4.7,4.6,4.7,4.7,4.7,4.8,IL,Dealer
2022,Honda,Pilot EX-L,New,"$44,000",4.6,1874,Platinum White Pearl,–,AWD,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB097766,NB097766,5,5,5,5,5,5,5,IL,Dealer
